"","fecha_obs","lon.1","lat.1","layer_dates","layers_path","cell_ids_year","wc2.1_30s_prec","wc2.1_30s_tmax","wc2.1_30s_tmin","trian_test"
"1","2000-01-01",-91.09303,30.312626,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",43938342,147,16,4.69999980926514,"Test"
"2","2000-01-01",-91.062,30.312,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",43938346,147,15.8999996185303,4.80000019073486,"Train"
"3","2000-01-01",-91.062,30.437,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",43774261,149,16.3999996185303,4.59999990463257,"Train"
"4","2000-01-01",-95.70944,29.760328,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",44659762,82,16.2999992370605,5.09999990463257,"Train"
"5","2000-01-01",-82.43686,27.266228,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",47943055,62,22.7000007629395,10.1999998092651,"Test"
"6","2000-01-01",-91.11752,30.441956,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",43763315,148,16.2000007629395,4.59999990463257,"Train"
"7","2000-01-01",-95.72131,32.92855,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",40502941,66,12.1000003814697,0.200000002980232,"Train"
"8","2000-01-01",-92.27795,35.59428,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",37002874,72,8,-3.29999995231628,"Train"
"9","2000-01-01",-76.2849,36.902653,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",35287370,100,9.39999961853027,0,"Test"
"10","2000-01-01",-95.56875,29.76615,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",44659779,86,16.5,5.80000019073486,"Train"
"11","2000-01-01",-87.69405,30.411402,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",43807482,138,16.3999996185303,5,"Train"
"12","2000-01-01",-103.567795,19.613722,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",57982521,36,16.1000003814697,3.5,"Train"
"13","2000-01-01",-97.053185,28.796051,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",45928525,57,18.2000007629395,6.30000019073486,"Test"
"14","2000-01-01",-97.63107,26.13255,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",49428936,40,20.2000007629395,9.30000019073486,"Train"
"15","2000-01-01",-81.889534,41.441925,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",29324943,54,0.899999976158142,-7.40000009536743,"Train"
"16","2000-01-01",-81.82595,27.890116,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",47122703,61,22.3999996185303,9.39999961853027,"Test"
"17","2000-01-01",-92.26705,34.76949,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",38085836,88,10,-1,"Train"
"18","2000-01-01",-94.1071,35.86008,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",36652607,61,7.30000019073486,-4,"Train"
"19","2000-01-01",-75.045456,40.002445,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",31218211,90,4.69999980926514,-4.69999980926514,"Train"
"20","2000-01-01",-81.21076,34.06976,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",39006039,116,12.6000003814697,1,"Train"
"21","2000-01-01",-103.95004,19.445108,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",58201255,31,19.2000007629395,4.69999980926514,"Train"
"22","2000-01-01",-98.83777,29.537624,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",44954740,40,15.5,3.09999990463257,"Test"
"23","2000-01-01",-85.496124,36.75838,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",35472228,100,7.19999980926514,-3.40000009536743,"Train"
"24","2000-01-01",-95.91892,29.670563,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",44780066,77,16,4.19999980926514,"Train"
"25","2000-01-01",-95.38326,30.089136,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",44233181,89,16.2000007629395,5,"Train"
"26","2000-01-01",-97.33967,27.665129,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",47416195,45,18.5,8.69999980926514,"Test"
"27","2000-01-01",-101.08127,19.658802,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",57917186,19,20.3999996185303,5.59999990463257,"Test"
"28","2000-01-01",-92.55011,34.58962,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",38326460,86,10.1000003814697,-1.39999997615814,"Test"
"29","2000-01-01",-95.73982,30.072084,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",44255016,83,15.5,3.79999995231628,"Test"
"30","2000-01-01",-90.12878,30.428785,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",43785312,141,16,4.5,"Train"
"31","2000-01-01",-90.20799,29.928488,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",44441643,142,16.7000007629395,5.80000019073486,"Train"
"32","2000-01-01",-95.47578,29.046482,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",45600544,103,16.7999992370605,6.69999980926514,"Train"
"33","2000-01-01",-82.3838,29.686455,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",44759812,92,19.3999996185303,5.80000019073486,"Train"
"34","2000-01-01",-105.869644,23.58985,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",52764342,66,20.5,3,"Train"
"35","2000-01-01",-104.956085,21.846415,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",55050703,33,30.1000003814697,14.8999996185303,"Train"
"36","2000-01-01",-104.13964,21.393202,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",55641507,19,30.3999996185303,10,"Train"
"37","2000-01-01",-90.20916,30.024612,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",44321313,138,17.2999992370605,5.69999980926514,"Train"
"38","2000-01-01",-98.75555,29.85769,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",44539068,43,15.1000003814697,1.79999995231628,"Test"
"39","2000-01-01",-97.4992,31.106459,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",42898369,46,14,2.20000004768372,"Train"
"40","2000-01-01",-94.94582,29.20533,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",45392767,98,15.1999998092651,8.10000038146973,"Train"
"41","2000-01-01",-97.86511,30.347826,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",43893774,46,14.6999998092651,3,"Test"
"42","2000-01-01",-94.01884,29.98716,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",44364612,126,16.3999996185303,5.69999980926514,"Train"
"43","2000-01-01",-90.749794,29.752638,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",44671297,147,17,5.5,"Train"
"44","2000-01-01",-117.284176,33.121126,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",40248756,61,19,7.40000009536743,"Train"
"45","2000-01-01",-104.9923,21.487095,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",55521075,37,22.5,6.09999990463257,"Test"
"46","2000-01-01",-95.81518,30.108255,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",44211251,81,15.1000003814697,3.70000004768372,"Train"
"47","2000-01-01",-87.843185,30.427097,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",43785586,142,16,5.19999980926514,"Test"
"48","2000-01-01",-103.47405,20.606876,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",56680792,21,21.7000007629395,5.59999990463257,"Test"
"49","2000-01-01",-103.77706,29.261972,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",45315134,8,19.3999996185303,2.5,"Train"
"50","2000-01-01",-90.701775,29.457554,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",45065106,128,16.7000007629395,7.59999990463257,"Train"
"51","2000-01-01",-81.588936,41.384922,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",29401552,57,0.800000011920929,-7.69999980926514,"Train"
"52","2000-01-01",-91.84343,33.9429,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",39168848,108,10.1000003814697,-0.5,"Train"
"53","2000-01-01",-98.26095,29.585062,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",44889175,47,16.1000003814697,3.59999990463257,"Test"
"54","2000-01-01",-95.677734,29.577219,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",44900424,83,16.2000007629395,5,"Train"
"55","2000-01-01",-95.41242,29.710203,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",44725432,91,16.8999996185303,6.40000009536743,"Test"
"56","2000-01-01",-86.08878,38.22762,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",33546893,85,4.30000019073486,-5.59999990463257,"Train"
"57","2000-01-01",-77.37897,39.952267,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",31283565,77,2,-6.69999980926514,"Test"
"58","2000-01-01",-79.694305,43.413776,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",26743602,70,-0.600000023841858,-8,"Train"
"59","2000-01-01",-98.366493,26.179835,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",49363214,36,20.1000003814697,8.69999980926514,"Train"
"60","2000-01-01",-95.642166,29.996422,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",44353478,85,15.8999996185303,4.69999980926514,"Train"
"61","2000-01-01",-95.88824,29.687984,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",44758192,78,15.8000001907349,4.30000019073486,"Train"
"62","2000-01-01",-98.6788,30.962378,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",43084190,31,14.6000003814697,0.300000011920929,"Train"
"63","2000-01-01",-95.655556,29.971546,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",44386294,85,16,4.69999980926514,"Test"
"64","2000-01-01",-95.93412,29.65762,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",44801942,77,16,4.09999990463257,"Train"
"65","2000-01-01",-102.592,18.807,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",59043721,18,27.8999996185303,12.8999996185303,"Train"
"66","2000-01-01",-104.39525,19.68769,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",57883971,38,24.2000007629395,7.80000019073486,"Train"
"67","2000-01-01",-82.86247,34.721695,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",38152599,137,11.1000003814697,-0.5,"Train"
"68","2000-01-01",-90.062,29.937,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",44430721,148,17.1000003814697,6,"Test"
"69","2000-01-01",-81.45573,28.690931,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",46072604,61,21.2000007629395,8.5,"Test"
"70","2000-01-01",-91.187,30.437,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",43774246,151,15.8999996185303,4.80000019073486,"Train"
"71","2000-01-01",-71.689476,41.68704,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",29008936,109,1.60000002384186,-8.30000019073486,"Test"
"72","2000-01-01",-91.902306,30.271765,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",43992940,151,15.5,4.69999980926514,"Train"
"73","2000-01-01",-80.45171,25.558733,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",50174849,57,24.8999996185303,13.8999996185303,"Train"
"74","2000-01-01",-97.3962,32.658707,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",40852788,44,13.1999998092651,0.699999988079071,"Train"
"75","2000-01-01",-97.79441,28.572952,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",46223789,48,18,5.30000019073486,"Train"
"76","2000-01-01",-95.06442,29.46138,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",45053644,98,16.2000007629395,6.69999980926514,"Train"
"77","2000-01-01",-94.83572,29.804209,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",44605172,105,16.2000007629395,5.69999980926514,"Train"
"78","2000-01-01",-98.551605,29.835072,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",44560970,46,15.1000003814697,2,"Test"
"79","2000-01-01",-90.492065,30.097548,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",44222828,137,16.5,5.40000009536743,"Test"
"80","2000-01-01",-96.594894,17.163157,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",61199424,10,15.8999996185303,5.90000009536743,"Train"
"81","2000-01-01",-83.661674,41.634846,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",29073133,46,-0.300000011920929,-8.60000038146973,"Train"
"82","2000-01-01",-80.631584,40.049694,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",31162846,63,2.90000009536743,-7,"Train"
"83","2000-01-01",-84.267136,30.47871,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",43720381,131,16.7000007629395,4.30000019073486,"Train"
"84","2000-01-01",-82.08465,27.00102,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",48282206,55,23.2999992370605,10.8000001907349,"Train"
"85","2000-01-01",-95.644,29.682,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",44769160,84,16.7000007629395,5.5,"Train"
"86","2000-01-01",-76.81431,39.26668,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",32180631,87,4.69999980926514,-4.59999990463257,"Train"
"87","2000-01-01",-97.94752,30.16837,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",44123483,48,15,2.79999995231628,"Test"
"88","2000-01-01",-93.21686,30.21497,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",44069355,125,16.1000003814697,5.5,"Train"
"89","2000-01-01",-83.30955,33.899,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",39235506,124,11.3999996185303,0.100000001490116,"Test"
"90","2000-01-01",-99.355484,29.692348,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",44746837,33,15.5,2,"Train"
"91","2000-01-01",-86.72378,38.086246,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",33732780,78,4.30000019073486,-5.5,"Test"
"92","2000-01-01",-97.136826,32.871735,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",40579344,47,12.8999996185303,0.899999976158142,"Train"
"93","2000-01-01",-98.2164,26.196426,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",49341354,34,20.7999992370605,9.30000019073486,"Train"
"94","2000-01-01",-95.59921,29.8481,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",44550386,85,16.2999992370605,5.09999990463257,"Test"
"95","2000-01-01",-73.1885,41.23795,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",29599462,96,2.70000004768372,-6.40000009536743,"Test"
"96","2000-01-01",-92.03535,30.178892,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",44113253,146,16,5,"Train"
"97","2000-01-01",-99.66382,29.832073,"2000-01-01","/home/ecologia/Documents/Lorena/capas/WorldClim_1970-2020_monthly_recortado/2000-01",44571776,30,15.1000003814697,1,"Train"
